ec5_uuid,ec5_parent_uuid,created_at,uploaded_at,title,Distance,Stream,Species,Sex,lat_Location,long_Location,accuracy_Location,UTM_Northing_Location,UTM_Easting_Location,UTM_Zone_Location,Notes,15_Photo,Type,Carcass_Location,Predation,Length_Inches,Width_Inches,Carcass_Age,Spawning_Success,Adipose_Fin,Activity
f80f5243-1b7c-4f8c-816c-fc463611daae,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:57:51.162Z,2022-12-03T20:38:34.000Z,"845 Chum Dead",845,"Piper's Creek",Chum,Male,47.711428,-122.375939,6,5284416,546811,10T,,,Dead,"On creek bank",No,25.5,5.5,"1-12 hours","Partially spawned",,
79a946d1-5c53-4830-ae30-a9ff1912c14d,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:57:45.748Z,2022-12-03T20:06:19.000Z,"820 Chum Dead",820,"Piper's Creek",Chum,Male,47.711625,-122.375902,5,5284437,546813,10T,,,Dead,"In creek",Yes,27.5,7,"Greater than 24 hours",Unspawned,No,
d9f82a7f-5d9a-4d8c-864d-7452dbfe4fc0,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:56:42.247Z,2022-12-03T20:07:45.000Z,"1225 Chum Live",1225,"Piper's Creek",Chum,Female,47.711275,-122.374642,5,5284399,546908,10T,,,Live,,,,,,,,
5aa99124-4405-46d9-b9e3-30c40a00715c,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:56:25.830Z,2022-12-03T20:07:43.000Z,"1225 Chum Live",1225,"Piper's Creek",Chum,Female,47.711273,-122.374651,5,5284399,546907,10T,,,Live,,,,,,,,
f2c64db8-6ffc-4d56-9dd3-8b700826bc60,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:55:50.414Z,2022-12-03T20:07:40.000Z,"1225 Chum Live",1225,"Piper's Creek",Chum,Male,47.711233,-122.374733,7,5284395,546901,10T,,,Live,,,,,,,,
b50a7aaa-7dc7-4cd5-9260-172fead787d7,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:55:24.457Z,2022-12-03T20:38:32.000Z,"775 Chum Dead",775,"Piper's Creek",Chum,Male,47.711391,-122.376209,5,5284411,546790,10T,,,Dead,"In creek","Eye loss",24.5,5.5,"Greater than 24 hours",Unknown,,
eb2ba5c3-747d-4d61-a923-8f1c8a5b82ef,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:54:11.649Z,2022-12-03T20:38:30.000Z,"775 Chum Dead",775,"Piper's Creek",Chum,Male,47.711436,-122.376205,8,5284416,546791,10T,,,Dead,"In creek",Yes,22.5,5,"Greater than 24 hours","Partially spawned",,
75bbf869-da16-478a-b013-9d87a66c40a4,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:52:29.360Z,2022-12-03T20:07:38.000Z,"1160 Chum Live",1160,"Piper's Creek",Chum,Unknown,47.7113,-122.37491,4,5284402,546888,10T,,,Live,,,,,,,,
9562ed63-8a92-471f-b2da-b1e2196f9a2c,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:51:50.011Z,2022-12-03T20:06:17.000Z,"720 Chum Dead",720,"Piper's Creek",Chum,Male,47.711704,-122.376053,70,5284446,546802,10T,,,Dead,"In creek",No,23,4.5,"1-12 hours",Unspawned,No,
5a417c52-3c5a-4797-b5f0-1380753644db,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:51:49.878Z,2022-12-03T20:38:26.000Z,"750 Chum Dead",750,"Piper's Creek",Chum,Male,47.711457,-122.37647,8,5284418,546771,10T,,,Dead,"In creek",No,24,6,"Greater than 24 hours","Partially spawned",,
6085a930-e2c9-4073-a67f-135702614839,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:50:28.953Z,2022-12-03T20:38:22.000Z,"705 Chum Dead",705,"Piper's Creek",Chum,Male,47.711557,-122.376484,10,5284430,546770,10T,,,Dead,"In creek",No,24,6,"12-24 hours","Partially spawned",,
8cb1d2ec-c7c5-4235-b3fb-c3dfb39c6d89,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:50:01.926Z,2022-12-03T20:07:36.000Z,"1140 Chum Live",1140,"Piper's Creek",Chum,Female,47.711265,-122.374921,7,5284398,546887,10T,,,Live,,,,,,,,
62e25a64-cec2-430f-8cc5-d5d64bdd8d61,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:49:13.767Z,2022-12-03T20:07:33.000Z,"1120 Chum Live",1120,"Piper's Creek",Chum,Male,47.711371,-122.375027,5,5284410,546879,10T,,,Live,,,,,,,,
6b0426d5-67d7-4ffc-b93a-9f8219d529ce,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:49:01.159Z,2022-12-03T20:06:15.000Z,"580 Chum Dead",580,"Piper's Creek",Chum,Male,47.711541,-122.376929,5,5284428,546736,10T,,,Dead,"In creek",Yes,26,5,"Greater than 24 hours",Unspawned,No,
637348c8-3c06-49a9-8b78-29591811b3ce,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:48:18.609Z,2022-12-03T20:06:12.000Z,"580 Chum Dead",580,"Piper's Creek",Chum,Male,47.71159,-122.376877,14,5284433,546740,10T,,,Dead,"In creek",No,22.5,4,"Greater than 24 hours",Unspawned,No,
3bdfcc2f-9ffd-42ff-9f20-91a314e5f261,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:48:09.365Z,2022-12-03T20:07:31.000Z,"1090 Chum Live",1090,"Piper's Creek",Chum,Unknown,47.711442,-122.375049,4,5284418,546877,10T,,,Live,,,,,,,,
e26a0db7-8712-42e8-8e3c-bc9f44926898,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:47:31.807Z,2022-12-03T20:07:29.000Z,"1090 Chum Live",1090,"Piper's Creek",Chum,Female,47.711417,-122.37512,6,5284415,546872,10T,,,Live,,,,,,,,
5328ba6c-7e2e-4466-a9bc-af40658ab231,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:47:19.668Z,2022-12-03T20:38:18.000Z,"650 Chum Dead",650,"Piper's Creek",Chum,Female,47.711507,-122.376819,4,5284424,546744,10T,,,Dead,"In creek",No,20.5,4,"Greater than 24 hours",Spawned,,
45a4aaca-1069-4a6a-a719-03ac24122340,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:46:33.780Z,2022-12-03T20:07:26.000Z,"1080 Chum Live",1080,"Piper's Creek",Chum,Unknown,47.711419,-122.375157,7,5284415,546869,10T,,,Live,,,,,,,,
edab0a03-6be9-4dfd-93d0-9b1cb792483d,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:46:24.166Z,2022-12-03T20:06:10.000Z,"580 Chum Dead",580,"Piper's Creek",Chum,Male,47.71153,-122.37692,8,5284426,546737,10T,,,Dead,"In creek",Yes,26,5.5,"12-24 hours","Partially spawned",No,
24db0fd4-20d3-44bd-8222-bc13d16347c4,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:46:23.109Z,2022-12-03T20:38:14.000Z,"650 Chum Dead",650,"Piper's Creek",Chum,Female,47.711547,-122.376789,8,5284428,546747,10T,,,Dead,"On creek bank",No,21,4,"Greater than 24 hours",Spawned,,
a286dcf0-6701-47b3-b2f2-087b953fac03,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:44:25.913Z,2022-12-03T20:38:06.000Z,"580 Coho Dead",580,"Piper's Creek",Coho,Female,47.711545,-122.376881,8,5284428,546740,10T,,,Dead,"In creek",No,24,4,"Greater than 24 hours",Spawned,Yes,
45e581ce-91c6-4c6d-a4e8-b9d8fd2e90d9,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:43:50.181Z,2022-12-03T20:37:52.000Z,"580 Chum Dead",580,"Piper's Creek",Chum,Female,47.711526,-122.376932,5,5284426,546736,10T,,,Dead,"In creek",No,22,4,"Greater than 24 hours",Spawned,,
270a0d67-9742-4032-9f2b-747bff605275,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:43:32.644Z,2022-12-03T20:07:23.000Z,"960 Chum Live",960,"Piper's Creek",Chum,Female,47.711389,-122.375465,7,5284412,546846,10T,,,Live,,,,,,,,
8962302b-d70a-4c78-9d12-04d077d1ea3c,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:43:15.636Z,2022-12-03T20:07:21.000Z,"950 Chum Live",950,"Piper's Creek",Chum,Female,47.711311,-122.375554,5,5284403,546840,10T,,,Live,,,,,,,,
97655cef-24ec-4f98-8c97-26383970e7d0,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:43:13.379Z,2022-12-03T20:37:49.000Z,"580 Chum Dead",580,"Piper's Creek",Chum,Male,47.71153,-122.376934,6,5284426,546736,10T,,,Dead,"In creek",No,24,6,"12-24 hours",Spawned,,
7ab6b3b7-161c-4035-9ef6-b1822822a8e3,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:42:59.223Z,2022-12-03T18:43:12.000Z,"580 Chum Dead",580,"Piper's Creek",Chum,Female,47.711454,-122.376885,12,5284418,546740,10T,,,Dead,"In creek",No,22,4.5,"Greater than 24 hours",Unspawned,No,
ecc82155-7086-4c2b-95fa-f4f49b3edb26,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:42:44.125Z,2022-12-03T20:37:35.000Z,"580 Chum Dead",580,"Piper's Creek",Chum,Male,47.711528,-122.376941,6,5284426,546735,10T,,,Dead,"In creek","Eye loss",25,5,"Greater than 24 hours",Spawned,,
89001d4b-083f-4612-b1dd-8e5ce4061701,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:42:07.201Z,2022-12-03T20:37:28.000Z,"580 Chum Dead",580,"Piper's Creek",Chum,Female,47.711515,-122.376903,10,5284425,546738,10T,,,Dead,"In creek",Yes,23.5,4,"Greater than 24 hours",Unknown,,
470cd12c-a9bc-4ddf-b2ee-5cc69d40a1c4,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:36:17.165Z,2022-12-03T20:37:21.000Z,"575 Chum Dead",575,"Piper's Creek",Chum,Female,47.711564,-122.377203,4,5284430,546716,10T,,,Dead,"In creek",No,24,5,"Greater than 24 hours","Partially spawned",,
e8e899f8-139f-402a-8e60-22cd3314f1d6,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:35:01.688Z,2022-12-03T20:37:18.000Z,"575 Coho Dead",575,"Piper's Creek",Coho,Female,47.711517,-122.37717,5,5284425,546718,10T,,,Dead,"In creek",No,24.5,4,"Greater than 24 hours",Spawned,Yes,
8899de62-32c4-4741-a364-c94063eff31f,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:34:10.545Z,2022-12-03T20:36:58.000Z,"575 Chum Dead",575,"Piper's Creek",Chum,Male,47.711575,-122.37716,6,5284431,546719,10T,,,Dead,"In creek",No,26,5.5,"Greater than 24 hours",Spawned,,
a7963202-1500-4d28-b65b-3f998058f622,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:33:14.507Z,2022-12-03T20:36:45.000Z,"550 Chum Dead",550,"Piper's Creek",Chum,Male,47.711587,-122.377176,5,5284432,546718,10T,,,Dead,"In creek",No,25.5,5,"Greater than 24 hours",Unknown,,
d8e24933-3bb6-4cbf-9a88-17cb384619f8,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:32:39.448Z,2022-12-03T20:36:34.000Z,"550 Chum Dead",550,"Piper's Creek",Chum,Female,47.711591,-122.377172,4,5284433,546718,10T,,,Dead,"In creek",No,22.5,4.5,"Greater than 24 hours",Spawned,,
051dfdbe-244e-4c1f-8a54-9471d6d65b43,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:31:45.781Z,2022-12-03T20:36:30.000Z,"525 Chum Dead",525,"Piper's Creek",Chum,Female,47.711569,-122.377263,5,5284430,546711,10T,,,Dead,"In creek",No,24.5,5.5,"Greater than 24 hours","Partially spawned",,
3e92d3bc-c1c3-4444-beec-76f2ddb1d621,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:27:05.529Z,2022-12-03T20:36:22.000Z,"425 Chum Dead",425,"Piper's Creek",Chum,Male,47.711587,-122.377624,7,5284432,546684,10T,,,Dead,"In creek",No,24.5,5.5,"Greater than 24 hours","Partially spawned",,
558140c0-60dc-4e8d-abe7-c38c1773cb89,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:26:08,2022-12-10T05:32:55.000Z,"425 Chum Dead",425,"Piper's Creek",Chum,Female,47.711543,-122.377601,4,5284427,546686,10T,"SLF 09DEC2022 converted entry to Chum based on lack of adipose data. Screen calibration issue caused accidental Coho selection",,Dead,"In creek",No,20.5,5.5,"12-24 hours",Unspawned,,
ef3abf5f-be51-4825-83ae-a22e3c0ca637,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:23:58.023Z,2022-12-03T20:36:01.000Z,"425 Chum Dead",425,"Piper's Creek",Chum,Male,47.711575,-122.377674,4,5284431,546680,10T,,,Dead,"In creek",No,24,5.5,"Greater than 24 hours",Spawned,,
6054c7f9-6605-49f9-933d-a3a0e38a90aa,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:22:15.459Z,2022-12-03T20:36:05.000Z,"430 Chum Dead",430,"Piper's Creek",Chum,Female,47.71165,-122.377723,10,5284439,546677,10T,,,Dead,"In creek",No,22,4.5,"Greater than 24 hours","Partially spawned",,
bbda9dad-d504-41ba-a4c6-124e0458590a,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:20:36.746Z,2022-12-03T20:35:44.000Z,"415 Chum Dead",415,"Piper's Creek",Chum,Female,47.711644,-122.377673,5,5284439,546680,10T,,,Dead,"In creek",No,22,5,"12-24 hours",Spawned,,
84c6b534-380f-47e7-a08f-fa3a650108b5,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:19:58.214Z,2022-12-03T20:35:36.000Z,"415 Chum Dead",415,"Piper's Creek",Chum,Male,47.711567,-122.377696,6,5284430,546679,10T,,,Dead,"In creek",No,23,5,"Greater than 24 hours","Partially spawned",,
4c8f8603-7adf-451c-8cca-885e8ac11c66,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:19:22.194Z,2022-12-03T20:35:32.000Z,"415 Chum Dead",415,"Piper's Creek",Chum,Male,47.711615,-122.377666,6,5284435,546681,10T,,,Dead,"In creek",No,23.5,5,"1-12 hours","Partially spawned",,
4ced0772-2f14-451d-be7c-4733c40e1241,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:18:25.198Z,2022-12-03T20:35:28.000Z,"415 Chum Dead",415,"Piper's Creek",Chum,Female,47.711635,-122.377689,4,5284437,546679,10T,"Heavy mid body predation",,Dead,"In creek",Yes,23,5,"Greater than 24 hours",Unknown,,
efda6ab6-4ae6-4eeb-a6f3-0481b11fd587,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:17:41.330Z,2022-12-03T20:35:23.000Z,"415 Chum Dead",415,"Piper's Creek",Chum,Female,47.711632,-122.377676,5,5284437,546680,10T,,,Dead,"In creek","Eye loss",25,5,"Greater than 24 hours",Spawned,,
62b72fbf-bd82-49c5-9c8d-09aa5c63c35a,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:17:10.878Z,2022-12-03T20:07:18.000Z,"925 Chum Live",925,"Piper's Creek",Chum,Male,47.711648,-122.375772,7,5284440,546823,10T,,,Live,,,,,,,,
6d198acf-1d90-49d6-a00b-e697326785cb,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:16:39.305Z,2022-12-03T20:35:20.000Z,"415 Chum Dead",415,"Piper's Creek",Chum,Male,47.711635,-122.377695,4,5284437,546679,10T,,,Dead,"In creek","Eye loss",22.5,5,"Greater than 24 hours",Unknown,,
73bbd005-ff74-49fa-8f07-45a946abe455,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:15:31.956Z,2022-12-03T20:35:15.000Z,"410 Chum Dead",410,"Piper's Creek",Chum,Female,47.711576,-122.377681,4,5284431,546680,10T,,,Dead,"In creek",No,21.5,4.5,"12-24 hours",Spawned,,
900827e6-02db-44f8-b279-a5b3eb291604,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:13:42.680Z,2022-12-03T20:35:12.000Z,"390 Chum Dead",390,"Piper's Creek",Chum,Female,47.711566,-122.377682,5,5284430,546680,10T,"Super heavy predation",,Dead,"In creek",Yes,25,0,"Greater than 24 hours",Unknown,,
17d20edd-cbfd-4e7c-9e36-b4fb13d21011,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:12:14.341Z,2022-12-03T20:07:16.000Z,"850 Chum Live",850,"Piper's Creek",Chum,Female,47.711436,-122.375956,7,5284416,546809,10T,,,Live,,,,,,,,
b88d11eb-a8a7-4cca-8192-4db6f1a6c304,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:11:17.979Z,2022-12-03T20:07:13.000Z,"800 Chum Live",800,"Piper's Creek",Chum,Male,47.711427,-122.376081,8,5284415,546800,10T,,,Live,,,,,,,,
9d882799-784d-4b76-a15f-fbab9a7d37d1,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:10:53.619Z,2022-12-03T20:35:07.000Z,"310 Coho Dead",310,"Piper's Creek",Coho,Female,47.711672,-122.378164,4,5284441,546643,10T,,,Dead,"In creek",Yes,22.5,5.5,"12-24 hours",Spawned,Yes,
bf287707-a344-441e-b1bc-66938063d0e7,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:08:43.403Z,2022-12-03T20:35:04.000Z,"255 Coho Dead",255,"Piper's Creek",Coho,Female,47.711709,-122.37825,5,5284445,546637,10T,"Very heavy predation",,Dead,"In creek",Yes,22,,"1-12 hours",Unknown,Unknown,
33daebab-8b9c-4964-b0de-312d4eb71f16,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:07:44.471Z,2022-12-03T20:07:10.000Z,"740 Chum Live",740,"Piper's Creek",Chum,Female,47.711442,-122.376415,7,5284417,546775,10T,,,Live,,,,,,,,
56b2716e-0aeb-4853-b803-5bbc29991d4d,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:07:24.129Z,2022-12-03T20:34:59.000Z,"255 Coho Dead",255,"Piper's Creek",Coho,Female,47.711732,-122.378368,6,5284448,546628,10T,,,Dead,"In creek",No,21,4.5,"Greater than 24 hours",Spawned,No,
7570fb6e-4d18-4656-937b-00f9b77b37a0,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:06:03.554Z,2022-12-03T20:34:56.000Z,"250 Chum Dead",250,"Piper's Creek",Chum,Female,47.711687,-122.37849,4,5284443,546619,10T,,,Dead,"In creek",No,25,5,"Greater than 24 hours",Unknown,,
12027868-3573-4a1b-aa47-34b73bd47307,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:05:04.913Z,2022-12-03T20:34:51.000Z,"250 Chum Dead",250,"Piper's Creek",Chum,Male,47.711686,-122.378452,8,5284443,546622,10T,,,Dead,"In creek",No,25,6,"Greater than 24 hours",Unspawned,,
04901ae5-5c0e-46b3-ac7e-55d02df2d949,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:04:28.571Z,2022-12-03T20:34:48.000Z,"240 Chum Dead",240,"Piper's Creek",Chum,Female,47.711695,-122.37845,4,5284444,546622,10T,,,Dead,"In creek",No,23,4.5,"Greater than 24 hours",Spawned,,
d885ffc3-ef65-4a0d-9179-d3b441535ee1,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:03:34.627Z,2022-12-03T20:34:43.000Z,"220 Chum Dead",220,"Piper's Creek",Chum,Male,47.711731,-122.378478,8,5284448,546620,10T,,,Dead,"In creek",No,26,5.5,"Greater than 24 hours","Partially spawned",,
55353d57-6e45-4110-a9de-a935e71811ba,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:02:59.738Z,2022-12-03T20:34:40.000Z,"200 Chum Dead",200,"Piper's Creek",Chum,Male,47.711686,-122.37846,4,5284443,546621,10T,,,Dead,"In creek",No,24,5.5,"Greater than 24 hours",Unspawned,,
d90a2642-f33b-4691-b0b3-f9f57217a905,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T18:00:36.803Z,2022-12-03T20:34:35.000Z,"120 Chum Dead",120,"Piper's Creek",Chum,Female,47.711783,-122.37881,4,5284453,546595,10T,,,Dead,"In creek",No,22.5,4.5,"12-24 hours",Spawned,,
3fed3a36-6751-4a69-b02c-bbf133708d93,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:59:48.801Z,2022-12-03T20:34:32.000Z,"120 Chum Dead",120,"Piper's Creek",Chum,Male,47.711799,-122.378789,6,5284455,546596,10T,,,Dead,"In creek",Yes,25,5.5,"Greater than 24 hours",Spawned,,
6c717c33-112c-43e5-aea5-05f5b4563423,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:58:47.377Z,2022-12-03T20:34:27.000Z,"120 Chum Dead",120,"Piper's Creek",Chum,Male,47.711817,-122.378813,7,5284457,546595,10T,,,Dead,"In creek",No,23,5.5,"1-12 hours","Partially spawned",,
db79081e-0fc8-494f-9904-24b85de06ede,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:56:32.430Z,2022-12-03T20:34:24.000Z,"70 Chum Dead",70,"Piper's Creek",Chum,Female,47.711843,-122.379173,6,5284460,546568,10T,,,Dead,"In creek",No,22,4.5,"Greater than 24 hours","Partially spawned",,
3777e7d3-a42e-4732-ae92-45f27a2d9e12,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:55:23.735Z,2022-12-03T20:34:19.000Z,"70 Chum Dead",70,"Piper's Creek",Chum,Male,47.711882,-122.379149,6,5284464,546569,10T,,,Dead,"In creek",No,27,6.5,"12-24 hours","Partially spawned",,
04dcf2a2-f302-4c83-b9a9-46868fc9e949,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:54:13.542Z,2022-12-03T20:07:07.000Z,"420 Chum Live",420,"Piper's Creek",Chum,Male,47.711563,-122.377809,8,5284429,546670,10T,,,Live,,,,,,,,
3fcbe0ff-df93-4dc5-bc24-9025b92a3861,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:53:54.185Z,2022-12-03T20:34:16.000Z,"60 Chum Dead",60,"Piper's Creek",Chum,Male,47.711906,-122.379137,5,5284467,546570,10T,,,Dead,"In creek",No,24.5,5,"Greater than 24 hours","Partially spawned",,
be1b2121-3a5d-4f3e-99b9-37b10172deb8,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:53:11,2022-12-10T05:32:54.000Z,"60 Chum Dead",60,"Piper's Creek",Chum,Male,47.711886,-122.379195,7,5284464,546566,10T,"Heavy predation and decay. SLF 09DEC2022 converted entry to Chum based on lack of adipose data. Screen calibration issue caused accidental Coho selection.",,Dead,"In creek",Yes,19,,"Greater than 24 hours","Partially spawned",,
a44c4e3e-d3c9-44b5-9feb-a8c0fa19c95d,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:48:19.074Z,2022-12-03T20:07:05.000Z,"355 Chum Live",355,"Piper's Creek",Chum,Unknown,47.711621,-122.378039,4,5284436,546653,10T,,,Live,,,,,,,,
66d6b6e1-1b2f-4d94-ac12-830a89f601c3,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:46:59.308Z,2022-12-03T20:34:08.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Male,47.711873,-122.379417,5,5284463,546549,10T,,,Dead,"In creek",No,23.5,5.5,"Greater than 24 hours",Spawned,,
41e50c3d-b5e3-42c3-a66a-f31afee3dfd7,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:46:06.380Z,2022-12-03T20:34:04.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Female,47.711828,-122.379417,5,5284458,546549,10T,,,Dead,"In creek",No,25.5,6,"Greater than 24 hours",Spawned,,
747db477-8ba8-447c-84f8-126d3abac3d2,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:41:54.539Z,2022-12-03T20:07:02.000Z,"315 Chum Live",315,"Piper's Creek",Chum,Female,47.711733,-122.378588,7,5284448,546612,10T,,,Live,,,,,,,,
09809100-8989-4bb5-941a-cce43846bef4,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:40:28.200Z,2022-12-03T20:34:00.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Female,47.711652,-122.38019,5,5284438,546492,10T,"Severely decayed and predation",,Dead,"In creek",Yes,0,0,"Greater than 24 hours",Unknown,,
65f59790-2a38-4b18-ab69-1c9425df4929,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:39:49.253Z,2022-12-03T20:33:55.000Z,"0 Coho Dead",0,"Piper's Creek",Coho,Unknown,47.711585,-122.380177,6,5284430,546493,10T,"Severely decayed",,Dead,"In creek",Unknown,0,0,"Greater than 24 hours",Unknown,No,
a111295b-17ce-4f6b-a2c9-4124075b3a91,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:38:28.327Z,2022-12-03T20:33:52.000Z,"0 Unknown Dead",0,"Piper's Creek",Unknown,Unknown,47.711414,-122.380098,7,5284411,546499,10T,"Severely decayed",,Dead,"In creek",Yes,0,0,"Greater than 24 hours",Unknown,,
0531a7c1-3e60-44c7-b8aa-536fdf848e1e,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:37:14,2022-12-10T05:32:53.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Female,47.71136,-122.380084,4,5284405,546500,10T,"SLF 09DEC2022 converted entry to Chum based on lack of adipose data. Screen calibration issue caused accidental Coho selection",,Dead,"In creek",Yes,22,5,"Greater than 24 hours",Spawned,,
28fba33f-f740-4fd0-b075-39385753d5a1,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:36:58.559Z,2022-12-03T20:07:00.000Z,"195 Chum Live",195,"Piper's Creek",Chum,Female,47.711743,-122.378631,4,5284449,546608,10T,,,Live,,,,,,,,
3e44c9c9-604d-42dd-b16c-b6884ea21ba1,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:36:36.750Z,2022-12-03T20:06:57.000Z,"195 Chum Live",195,"Piper's Creek",Chum,Female,47.711723,-122.378666,5,5284447,546606,10T,,,Live,,,,,,,,
bc30b7a3-5540-4efd-8254-a98661190ab5,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:36:02.811Z,2022-12-03T20:33:44.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Male,47.711376,-122.380053,8,5284407,546502,10T,,,Dead,"In creek",No,25,5.5,"Greater than 24 hours","Partially spawned",,
0ce98fd6-56ab-414c-ad6a-8ba44a7cb884,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:35:23.011Z,2022-12-03T20:06:55.000Z,"175 Chum Live",175,"Piper's Creek",Chum,Female,47.711734,-122.37866,4,5284448,546606,10T,,,Live,,,,,,,,
396c0a19-3378-482f-96b3-7d9bb97f6dc7,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:34:51.292Z,2022-12-03T20:06:52.000Z,"175 Chum Live",175,"Piper's Creek",Chum,Male,47.711788,-122.378816,4,5284454,546594,10T,,,Live,,,,,,,,
